120	141	l	l
141	190	p	p
190	257	h	h
257	327	a	a
327	389	b	b
389	441	e	e
441	482	t	t
482	1	N	&
125	154	a	a
154	208	c	c
208	277	t	t
277	347	o	o
347	408	r	r
408	1	N	&
128	161	t	t
161	217	e	e
217	286	m	m
286	1	N	&
129	165	a	a
165	223	g	g
223	292	n	n
292	358	e	e
358	417	t	t
417	1	N	&
129	165	a	a
165	222	t	t
222	291	e	e
291	357	r	r
357	416	i	i
416	461	a	a
461	493	l	l
493	1	N	&
129	168	o	o
168	226	t	t
226	295	o	o
295	361	r	r
361	1	N	&
122	145	a	a
145	197	n	n
197	265	n	n
265	334	i	i
334	395	b	b
395	445	a	a
445	485	l	l
485	1	N	&
124	152	m	m
152	206	p	p
206	275	a	a
275	345	t	t
345	406	h	h
406	455	y	y
455	1	N	&
131	170	a	a
170	229	r	r
229	298	a	a
298	364	m	m
364	422	e	e
422	466	t	t
466	497	e	e
497	516	r	r
516	1	N	&
122	146	l	l
146	198	i	i
198	266	m	m
266	335	a	a
335	396	t	t
396	446	e	e
446	1	N	&
124	153	n	n
153	207	e	e
207	276	r	r
276	346	g	g
346	407	y	y
407	1	N	&
132	173	e	e
173	238	v	v
238	308	o	o
308	373	l	l
373	430	u	u
430	474	t	t
474	501	i	i
501	519	o	o
519	528	n	n
528	1	N	&
133	179	y	y
179	247	s	s
247	317	t	t
317	382	e	e
382	438	m	m
438	1	N	&
136	185	o	o
185	253	m	m
253	323	a	a
323	386	n	n
386	1	N	&
122	147	o	o
147	200	m	m
200	268	p	p
268	338	u	u
338	399	t	t
399	448	e	e
448	486	r	r
486	1	N	&
