80	83	a	a
80	83	b	b
80	83	c	c
80	83	d	d
80	83	e	e
80	83	f	f
80	83	g	g
80	83	h	h
80	83	i	i
80	83	j	j
80	83	k	k
80	83	l	l
80	83	m	m
80	83	n	n
80	83	o	o
80	83	p	p
80	83	q	q
80	83	r	r
80	83	t	t
80	83	u	u
80	83	v	v
80	83	w	w
80	83	x	x
80	83	y	y
80	83	z	z
80	83	^	^
82	83	a	a
82	83	b	b
82	83	c	c
82	83	d	d
82	83	e	e
82	83	f	f
82	83	g	g
82	83	h	h
82	83	i	i
82	83	j	j
82	83	k	k
82	83	l	l
82	83	m	m
82	83	n	n
82	83	o	o
82	83	p	p
82	83	q	q
82	83	r	r
82	83	t	t
82	83	u	u
82	83	v	v
82	83	w	w
82	83	y	y
82	83	^	^
81	84	b	^b
81	84	c	^c
81	84	d	^d
81	84	f	^f
81	84	g	^g
81	84	h	^h
81	84	j	^j
81	84	k	^k
81	84	l	^l
81	84	m	^m
81	84	n	^n
81	84	p	^p
81	84	q	^q
81	84	r	^r
81	84	s	^s
81	84	t	^t
81	84	v	^v
81	84	w	^w
81	84	x	^x
81	84	y	^y
81	84	z	^z
81	84	^	^^
83	83	a	a
83	83	b	b
83	83	c	c
83	83	d	d
83	83	e	e
83	83	f	f
83	83	g	g
83	83	h	h
83	83	i	i
83	83	j	j
83	83	k	k
83	83	l	l
83	83	m	m
83	83	n	n
83	83	o	o
83	83	p	p
83	83	q	q
83	83	r	r
83	83	s	s
83	83	t	t
83	83	u	u
83	83	v	v
83	83	w	w
83	83	x	x
83	83	y	y
83	83	z	z
83	83	^	^
84	84	a	a
84	84	b	b
84	84	c	c
84	84	d	d
84	84	e	e
84	84	f	f
84	84	g	g
84	84	h	h
84	84	i	i
84	84	j	j
84	84	k	k
84	84	l	l
84	84	m	m
84	84	n	n
84	84	o	o
84	84	p	p
84	84	q	q
84	84	r	r
84	84	s	s
84	84	t	t
84	84	u	u
84	84	v	v
84	84	w	w
84	84	x	x
84	84	y	y
84	84	z	z
84	84	^	^
