30	30	b	b
30	30	c	c
30	30	d	d
30	30	f	f
30	30	g	g
30	30	h	h
30	30	j	j
30	30	k	k
30	30	l	l
30	30	m	m
30	30	n	n
30	30	p	p
30	30	q	q
30	30	r	r
30	30	s	s
30	30	t	t
30	30	v	v
30	30	w	w
30	30	x	x
30	30	y	y
30	30	z	z
30	30	&	&
30	30	^	^
31	30	a	a
31	30	b	b
31	30	d	d
31	30	e	e
31	30	f	f
31	30	g	g
31	30	h	h
31	30	i	i
31	30	j	j
31	30	k	k
31	30	l	l
31	30	m	m
31	30	n	n
31	30	o	o
31	30	p	p
31	30	q	q
31	30	r	r
31	30	s	s
31	30	t	t
31	30	u	u
31	30	v	v
31	30	w	w
31	30	x	x
31	30	y	y
31	30	z	z
31	30	&	&
31	30	^	^
33	30	b	b
33	30	d	d
33	30	f	f
33	30	g	g
33	30	h	h
33	30	j	j
33	30	k	k
33	30	l	l
33	30	m	m
33	30	n	n
33	30	p	p
33	30	q	q
33	30	r	r
33	30	s	s
33	30	t	t
33	30	v	v
33	30	w	w
33	30	x	x
33	30	y	y
33	30	z	z
33	30	&	&
34	34	a	a
34	34	b	b
34	34	c	c
34	34	d	d
34	34	e	e
34	34	f	f
34	34	g	g
34	34	h	h
34	34	i	i
34	34	j	j
34	34	k	k
34	34	l	l
34	34	m	m
34	34	n	n
34	34	o	o
34	34	p	p
34	34	q	q
34	34	r	r
34	34	s	s
34	34	t	t
34	34	u	u
34	34	v	v
34	34	w	w
34	34	x	x
34	34	y	y
34	34	z	z
34	34	&	&
34	34	^	^
